S.N.,Open,High,Low,Close,Change,Per Change (%),Percentage change,Turnover,Date
5467,188.85,188.85,188.85,188.85,0.44,0,0.23,0,12/23/1998
5468,188.41,188.41,188.41,188.41,0.06,0,0.03,0,12/22/1998
5469,188.35,188.35,188.35,188.35,0.53,0,0.28,0,12/21/1998
5470,187.82,187.82,187.82,187.82,0.27,0,0.14,0,12/20/1998
5471,187.55,187.55,187.55,187.55,0.1,0,0.05,0,12/17/1998
5472,187.45,187.45,187.45,187.45,0.29,0,0.15,0,12/16/1998
5473,187.16,187.16,187.16,187.16,-0.51,0,-0.27,0,12/15/1998
5474,187.67,187.67,187.67,187.67,-1.2,0,-0.64,0,12/14/1998
5475,188.87,188.87,188.87,188.87,-1.6,0,-0.84,0,12/13/1998
5476,190.47,190.47,190.47,190.47,-0.21,0,-0.11,0,12/9/1998
5477,190.68,190.68,190.68,190.68,0.16,0,0.08,0,12/8/1998
5478,190.52,190.52,190.52,190.52,0.05,0,0.03,0,12/7/1998
5479,190.47,190.47,190.47,190.47,-0.08,0,-0.04,0,12/6/1998
5480,190.55,190.55,190.55,190.55,-2.3,0,-1.19,0,12/3/1998
5481,192.85,192.85,192.85,192.85,0.19,0,0.10,0,12/2/1998
5482,192.66,192.66,192.66,192.66,-0.27,0,-0.14,0,12/1/1998
5483,192.93,192.93,192.93,192.93,-0.52,0,-0.27,0,11/30/1998
5484,193.45,193.45,193.45,193.45,0.55,0,0.29,0,11/29/1998
5485,192.9,192.9,192.9,192.9,2.15,0,1.13,0,11/26/1998
5486,190.75,190.75,190.75,190.75,0.01,0,0.01,0,11/25/1998
5487,190.74,190.74,190.74,190.74,1.28,0,0.68,0,11/24/1998
5488,189.46,189.46,189.46,189.46,1.12,0,0.59,0,11/23/1998
5489,188.34,188.34,188.34,188.34,1.04,0,0.56,0,11/22/1998
5490,187.3,187.3,187.3,187.3,1.74,0,0.94,0,11/19/1998
5491,185.56,185.56,185.56,185.56,1.95,0,1.06,0,11/18/1998
5492,183.61,183.61,183.61,183.61,-0.56,0,-0.30,0,11/17/1998
5493,184.17,184.17,184.17,184.17,0.39,0,0.21,0,11/16/1998
5494,183.78,183.78,183.78,183.78,0.01,0,0.01,0,11/15/1998
5495,183.77,183.77,183.77,183.77,0.19,0,0.10,0,11/12/1998
5496,183.58,183.58,183.58,183.58,1.91,0,1.05,0,11/11/1998
5497,181.67,181.67,181.67,181.67,-0.39,0,-0.21,0,11/10/1998
5498,182.06,182.06,182.06,182.06,2.77,0,1.54,0,11/8/1998
5499,179.29,179.29,179.29,179.29,2.48,0,1.40,0,11/5/1998
5500,176.81,176.81,176.81,176.81,1.83,0,1.05,0,11/4/1998
5501,174.98,174.98,174.98,174.98,2.57,0,1.49,0,11/3/1998
5502,172.41,172.41,172.41,172.41,0.41,0,0.24,0,11/1/1998
5503,172,172,172,172,0.61,0,0.36,0,10/29/1998
5504,171.39,171.39,171.39,171.39,0.79,0,0.46,0,10/28/1998
5505,170.6,170.6,170.6,170.6,0.89,0,0.52,0,10/27/1998
5506,169.71,169.71,169.71,169.71,-0.36,0,-0.21,0,10/26/1998
5507,170.07,170.07,170.07,170.07,0.46,0,0.27,0,10/25/1998
5508,169.61,169.61,169.61,169.61,0.86,0,0.51,0,10/18/1998
5509,168.75,168.75,168.75,168.75,0.06,0,0.04,0,10/15/1998
5510,168.69,168.69,168.69,168.69,0.27,0,0.16,0,10/14/1998
5511,168.42,168.42,168.42,168.42,0.47,0,0.28,0,10/13/1998
5512,167.95,167.95,167.95,167.95,0,0,0.00,0,10/12/1998
5513,167.95,167.95,167.95,167.95,0.47,0,0.28,0,10/11/1998
5514,167.48,167.48,167.48,167.48,0.13,0,0.08,0,10/8/1998
5515,167.35,167.35,167.35,167.35,1.6,0,0.97,0,10/7/1998
5516,165.75,165.75,165.75,165.75,-0.47,0,-0.28,0,10/6/1998
5517,166.22,166.22,166.22,166.22,-0.5,0,-0.30,0,9/27/1998
5518,166.72,166.72,166.72,166.72,-1.56,0,-0.93,0,9/24/1998
5519,168.28,168.28,168.28,168.28,0.1,0,0.06,0,9/23/1998
5520,168.18,168.18,168.18,168.18,-0.83,0,-0.49,0,9/22/1998
5521,169.01,169.01,169.01,169.01,0.48,0,0.28,0,9/20/1998
5522,168.53,168.53,168.53,168.53,0.11,0,0.07,0,9/17/1998
5523,168.42,168.42,168.42,168.42,-0.09,0,-0.05,0,9/16/1998
5524,168.51,168.51,168.51,168.51,0.3,0,0.18,0,9/15/1998
5525,168.21,168.21,168.21,168.21,0.15,0,0.09,0,9/14/1998
5526,168.06,168.06,168.06,168.06,0.32,0,0.19,0,9/13/1998
5527,167.74,167.74,167.74,167.74,0.25,0,0.15,0,9/10/1998
5528,167.49,167.49,167.49,167.49,0.19,0,0.11,0,9/9/1998
5529,167.3,167.3,167.3,167.3,1.09,0,0.66,0,9/8/1998
5530,166.21,166.21,166.21,166.21,-0.16,0,-0.10,0,9/7/1998
5531,166.37,166.37,166.37,166.37,0.01,0,0.01,0,9/6/1998
5532,166.36,166.36,166.36,166.36,0.19,0,0.11,0,9/3/1998
5533,166.17,166.17,166.17,166.17,-0.39,0,-0.23,0,9/2/1998
5534,166.56,166.56,166.56,166.56,0.02,0,0.01,0,9/1/1998
5535,166.54,166.54,166.54,166.54,-0.05,0,-0.03,0,8/31/1998
5536,166.59,166.59,166.59,166.59,0.38,0,0.23,0,8/30/1998
5537,166.21,166.21,166.21,166.21,-0.45,0,-0.27,0,8/27/1998
5538,166.66,166.66,166.66,166.66,-0.16,0,-0.10,0,8/26/1998
5539,166.82,166.82,166.82,166.82,0.63,0,0.38,0,8/25/1998
5540,166.19,166.19,166.19,166.19,-0.64,0,-0.38,0,8/24/1998
5541,166.83,166.83,166.83,166.83,0.75,0,0.45,0,8/23/1998
5542,166.08,166.08,166.08,166.08,-0.39,0,-0.23,0,8/20/1998
5543,166.47,166.47,166.47,166.47,0.72,0,0.43,0,8/19/1998
5544,165.75,165.75,165.75,165.75,-0.53,0,-0.32,0,8/18/1998
5545,166.28,166.28,166.28,166.28,0.26,0,0.16,0,8/17/1998
5546,166.02,166.02,166.02,166.02,0.59,0,0.36,0,8/13/1998
5547,165.43,165.43,165.43,165.43,0.66,0,0.40,0,8/12/1998
5548,164.77,164.77,164.77,164.77,0.52,0,0.32,0,8/11/1998
5549,164.25,164.25,164.25,164.25,0.49,0,0.30,0,8/10/1998
5550,163.76,163.76,163.76,163.76,1.39,0,0.86,0,8/6/1998
5551,162.37,162.37,162.37,162.37,0.21,0,0.13,0,8/5/1998
5552,162.16,162.16,162.16,162.16,0.09,0,0.06,0,8/4/1998
5553,162.07,162.07,162.07,162.07,0.22,0,0.14,0,8/3/1998
5554,161.85,161.85,161.85,161.85,0.56,0,0.35,0,8/2/1998
5555,161.29,161.29,161.29,161.29,0.32,0,0.20,0,7/30/1998
5556,160.97,160.97,160.97,160.97,-0.24,0,-0.15,0,7/29/1998
5557,161.21,161.21,161.21,161.21,0.25,0,0.16,0,7/28/1998
5558,160.96,160.96,160.96,160.96,0.82,0,0.51,0,7/27/1998
5559,160.14,160.14,160.14,160.14,-1.38,0,-0.85,0,7/26/1998
5560,161.52,161.52,161.52,161.52,-0.05,0,-0.03,0,7/23/1998
5561,161.57,161.57,161.57,161.57,-0.84,0,-0.52,0,7/22/1998
5562,162.41,162.41,162.41,162.41,-1.63,0,-0.99,0,7/21/1998
5563,164.04,164.04,164.04,164.04,0.03,0,0.02,0,7/20/1998
5564,164.01,164.01,164.01,164.01,0.66,0,0.40,0,7/19/1998
5565,163.35,163.35,163.35,163.35,-0.42,0,-0.26,0,7/16/1998
5566,163.77,163.77,163.77,163.77,0.92,0,0.56,0,7/15/1998
5567,162.85,162.85,162.85,162.85,0.36,0,0.22,0,7/14/1998
5568,162.49,162.49,162.49,162.49,-0.1,0,-0.06,0,7/13/1998
5569,162.59,162.59,162.59,162.59,-0.85,0,-0.52,0,7/9/1998
5570,163.44,163.44,163.44,163.44,-0.29,0,-0.18,0,7/8/1998
5571,163.73,163.73,163.73,163.73,-0.6,0,-0.37,0,7/7/1998
5572,164.33,164.33,164.33,164.33,-1.08,0,-0.65,0,7/6/1998
5573,165.41,165.41,165.41,165.41,-0.64,0,-0.39,0,7/5/1998
5574,166.05,166.05,166.05,166.05,0.02,0,0.01,0,7/2/1998
5575,166.03,166.03,166.03,166.03,0.16,0,0.10,0,7/1/1998
5576,165.87,165.87,165.87,165.87,0.22,0,0.13,0,6/30/1998
5577,165.65,165.65,165.65,165.65,-0.27,0,-0.16,0,6/29/1998
5578,165.92,165.92,165.92,165.92,1.24,0,0.75,0,6/28/1998
5579,164.68,164.68,164.68,164.68,0.61,0,0.37,0,6/25/1998
5580,164.07,164.07,164.07,164.07,1.06,0,0.65,0,6/24/1998
5581,163.01,163.01,163.01,163.01,1.67,0,1.04,0,6/23/1998
5582,161.34,161.34,161.34,161.34,0.32,0,0.20,0,6/22/1998
5583,161.02,161.02,161.02,161.02,0.3,0,0.19,0,6/21/1998
5584,160.72,160.72,160.72,160.72,-0.41,0,-0.25,0,6/18/1998
5585,161.13,161.13,161.13,161.13,0.75,0,0.47,0,6/17/1998
5586,160.38,160.38,160.38,160.38,0.15,0,0.09,0,6/16/1998
5587,160.23,160.23,160.23,160.23,0.28,0,0.18,0,6/15/1998
5588,159.95,159.95,159.95,159.95,-0.21,0,-0.13,0,6/14/1998
5589,160.16,160.16,160.16,160.16,0.6,0,0.38,0,6/11/1998
5590,159.56,159.56,159.56,159.56,1.24,0,0.78,0,6/10/1998
5591,158.32,158.32,158.32,158.32,0.27,0,0.17,0,6/9/1998
5592,158.05,158.05,158.05,158.05,1.27,0,0.81,0,6/8/1998
5593,156.78,156.78,156.78,156.78,0.01,0,0.01,0,6/7/1998
5594,156.77,156.77,156.77,156.77,-0.14,0,-0.09,0,6/4/1998
5595,156.91,156.91,156.91,156.91,0.48,0,0.31,0,6/3/1998
5596,156.43,156.43,156.43,156.43,-0.43,0,-0.27,0,6/2/1998
5597,156.86,156.86,156.86,156.86,0,0,0.00,0,6/1/1998
5598,156.86,156.86,156.86,156.86,-0.7,0,-0.44,0,5/28/1998
5599,157.56,157.56,157.56,157.56,0.51,0,0.32,0,5/27/1998
5600,157.05,157.05,157.05,157.05,0.21,0,0.13,0,5/26/1998
5601,156.84,156.84,156.84,156.84,-0.84,0,-0.53,0,5/25/1998
5602,157.68,157.68,157.68,157.68,0.11,0,0.07,0,5/24/1998
5603,157.57,157.57,157.57,157.57,0.28,0,0.18,0,5/21/1998
5604,157.29,157.29,157.29,157.29,-0.28,0,-0.18,0,5/20/1998
5605,157.57,157.57,157.57,157.57,-0.12,0,-0.08,0,5/19/1998
5606,157.69,157.69,157.69,157.69,-0.32,0,-0.20,0,5/18/1998
5607,158.01,158.01,158.01,158.01,0.04,0,0.03,0,5/17/1998
5608,157.97,157.97,157.97,157.97,-0.89,0,-0.56,0,5/14/1998
5609,158.86,158.86,158.86,158.86,-0.52,0,-0.33,0,4/13/1998
5610,159.38,159.38,159.38,159.38,-6.44,0,-3.88,0,4/12/1998
5611,165.82,165.82,165.82,165.82,-0.24,0,-0.14,0,4/9/1998
5612,166.06,166.06,166.06,166.06,-0.58,0,-0.35,0,4/8/1998
5613,166.64,166.64,166.64,166.64,0.17,0,0.10,0,4/7/1998
5614,166.47,166.47,166.47,166.47,0.6,0,0.36,0,4/6/1998
5615,165.87,165.87,165.87,165.87,-0.5,0,-0.30,0,4/2/1998
5616,166.37,166.37,166.37,166.37,-0.25,0,-0.15,0,4/1/1998
5617,166.62,166.62,166.62,166.62,-0.44,0,-0.26,0,3/31/1998
5618,167.06,167.06,167.06,167.06,-0.77,0,-0.46,0,3/30/1998
5619,167.83,167.83,167.83,167.83,0.43,0,0.26,0,3/29/1998
5620,167.4,167.4,167.4,167.4,0.78,0,0.47,0,3/26/1998
5621,166.62,166.62,166.62,166.62,0.28,0,0.17,0,3/25/1998
5622,166.34,166.34,166.34,166.34,0.28,0,0.17,0,3/24/1998
5623,166.06,166.06,166.06,166.06,0.19,0,0.11,0,3/23/1998
5624,165.87,165.87,165.87,165.87,-4.36,0,-2.56,0,3/22/1998
5625,170.23,170.23,170.23,170.23,0.74,0,0.44,0,3/19/1998
5626,169.49,169.49,169.49,169.49,0.58,0,0.34,0,3/18/1998
5627,168.91,168.91,168.91,168.91,-0.8,0,-0.47,0,3/17/1998
5628,169.71,169.71,169.71,169.71,-11.13,0,-6.15,0,3/16/1998
5629,180.84,180.84,180.84,180.84,0.48,0,0.27,0,3/15/1998
5630,180.36,180.36,180.36,180.36,0.14,0,0.08,0,3/11/1998
5631,180.22,180.22,180.22,180.22,-0.07,0,-0.04,0,3/10/1998
5632,180.29,180.29,180.29,180.29,-0.02,0,-0.01,0,3/9/1998
5633,180.31,180.31,180.31,180.31,0.89,0,0.50,0,3/8/1998
5634,179.42,179.42,179.42,179.42,0.86,0,0.48,0,3/5/1998
5635,178.56,178.56,178.56,178.56,0.52,0,0.29,0,3/4/1998
5636,178.04,178.04,178.04,178.04,0.18,0,0.10,0,3/3/1998
5637,177.86,177.86,177.86,177.86,0.28,0,0.16,0,3/2/1998
5638,177.58,177.58,177.58,177.58,-1.1,0,-0.62,0,3/1/1998
5639,178.68,178.68,178.68,178.68,2.11,0,1.19,0,2/26/1998
5640,176.57,176.57,176.57,176.57,0.07,0,0.04,0,2/23/1998
5641,176.5,176.5,176.5,176.5,0.38,0,0.22,0,2/22/1998
5642,176.12,176.12,176.12,176.12,0.01,0,0.01,0,2/18/1998
5643,176.11,176.11,176.11,176.11,-0.51,0,-0.29,0,2/17/1998
5644,176.62,176.62,176.62,176.62,0.02,0,0.01,0,2/16/1998
5645,176.6,176.6,176.6,176.6,6,0,3.52,0,2/15/1998
5646,170.6,170.6,170.6,170.6,-0.13,0,-0.08,0,1/13/1998
5647,170.73,170.73,170.73,170.73,0.04,0,0.02,0,1/12/1998
5648,170.69,170.69,170.69,170.69,0.37,0,0.22,0,1/8/1998
5649,170.32,170.32,170.32,170.32,-0.07,0,-0.04,0,1/7/1998
5650,170.39,170.39,170.39,170.39,0.16,0,0.09,0,1/6/1998
5651,170.23,170.23,170.23,170.23,0.02,0,0.01,0,1/5/1998
5652,170.21,170.21,170.21,170.21,-0.72,0,-0.42,0,1/4/1998
5653,170.93,170.93,170.93,170.93,0.23,0,0.13,0,12/31/1997
5654,170.7,170.7,170.7,170.7,-0.13,0,-0.08,0,12/30/1997
5655,170.83,170.83,170.83,170.83,0.09,0,0.05,0,12/28/1997
5656,170.74,170.74,170.74,170.74,-0.2,0,-0.12,0,12/25/1997
5657,170.94,170.94,170.94,170.94,0.42,0,0.25,0,12/24/1997
5658,170.52,170.52,170.52,170.52,-0.05,0,-0.03,0,12/23/1997
5659,170.57,170.57,170.57,170.57,-0.26,0,-0.15,0,12/22/1997
5660,170.83,170.83,170.83,170.83,-0.87,0,-0.51,0,12/21/1997
5661,171.7,171.7,171.7,171.7,0.8,0,0.47,0,12/18/1997
5662,170.9,170.9,170.9,170.9,0.79,0,0.46,0,12/17/1997
5663,170.11,170.11,170.11,170.11,-0.05,0,-0.03,0,12/16/1997
5664,170.16,170.16,170.16,170.16,-0.4,0,-0.23,0,12/15/1997
5665,170.56,170.56,170.56,170.56,-0.63,0,-0.37,0,12/14/1997
5666,171.19,171.19,171.19,171.19,0.05,0,0.03,0,12/11/1997
5667,171.14,171.14,171.14,171.14,0.9,0,0.53,0,12/10/1997
5668,170.24,170.24,170.24,170.24,-0.3,0,-0.18,0,12/9/1997
5669,170.54,170.54,170.54,170.54,-0.14,0,-0.08,0,12/8/1997
5670,170.68,170.68,170.68,170.68,0.46,0,0.27,0,12/7/1997
5671,170.22,170.22,170.22,170.22,0.14,0,0.08,0,12/4/1997
5672,170.08,170.08,170.08,170.08,-1.11,0,-0.65,0,12/3/1997
5673,171.19,171.19,171.19,171.19,-0.58,0,-0.34,0,12/2/1997
5674,171.77,171.77,171.77,171.77,0.13,0,0.08,0,12/1/1997
5675,171.64,171.64,171.64,171.64,-0.5,0,-0.29,0,11/30/1997
5676,172.14,172.14,172.14,172.14,-0.25,0,-0.15,0,11/27/1997
5677,172.39,172.39,172.39,172.39,-0.89,0,-0.51,0,11/26/1997
5678,173.28,173.28,173.28,173.28,0.18,0,0.10,0,11/25/1997
5679,173.1,173.1,173.1,173.1,-0.18,0,-0.10,0,11/24/1997
5680,173.28,173.28,173.28,173.28,0.27,0,0.16,0,11/23/1997
5681,173.01,173.01,173.01,173.01,0.66,0,0.38,0,11/20/1997
5682,172.35,172.35,172.35,172.35,-0.33,0,-0.19,0,11/19/1997
5683,172.68,172.68,172.68,172.68,-0.12,0,-0.07,0,11/18/1997
5684,172.8,172.8,172.8,172.8,0.78,0,0.45,0,11/17/1997
5685,172.02,172.02,172.02,172.02,0,0,0.00,0,11/16/1997
5686,172.02,172.02,172.02,172.02,0.06,0,0.03,0,11/13/1997
5687,171.96,171.96,171.96,171.96,-0.12,0,-0.07,0,11/12/1997
5688,172.08,172.08,172.08,172.08,-0.38,0,-0.22,0,11/11/1997
5689,172.46,172.46,172.46,172.46,-0.56,0,-0.32,0,11/10/1997
5690,173.02,173.02,173.02,173.02,0.95,0,0.55,0,11/9/1997
5691,172.07,172.07,172.07,172.07,-0.96,0,-0.55,0,11/6/1997
5692,173.03,173.03,173.03,173.03,0.35,0,0.20,0,11/5/1997
5693,172.68,172.68,172.68,172.68,-0.76,0,-0.44,0,11/4/1997
5694,173.44,173.44,173.44,173.44,0.01,0,0.01,0,11/3/1997
5695,173.43,173.43,173.43,173.43,1.43,0,0.83,0,10/29/1997
5696,172,172,172,172,-0.96,0,-0.56,0,10/28/1997
5697,172.96,172.96,172.96,172.96,2.35,0,1.38,0,10/27/1997
5698,170.61,170.61,170.61,170.61,-0.43,0,-0.25,0,10/26/1997
5699,171.04,171.04,171.04,171.04,0.71,0,0.42,0,10/23/1997
5700,170.33,170.33,170.33,170.33,1.04,0,0.61,0,10/22/1997
5701,169.29,169.29,169.29,169.29,-0.26,0,-0.15,0,10/21/1997
5702,169.55,169.55,169.55,169.55,0.04,0,0.02,0,10/20/1997
5703,169.51,169.51,169.51,169.51,0.08,0,0.05,0,10/19/1997
5704,169.43,169.43,169.43,169.43,-0.25,0,-0.15,0,10/16/1997
5705,169.68,169.68,169.68,169.68,-0.02,0,-0.01,0,10/7/1997
5706,169.7,169.7,169.7,169.7,-0.1,0,-0.06,0,10/6/1997
5707,169.8,169.8,169.8,169.8,-0.4,0,-0.24,0,10/5/1997
5708,170.2,170.2,170.2,170.2,-1.03,0,-0.60,0,10/1/1997
5709,171.23,171.23,171.23,171.23,0.59,0,0.35,0,9/30/1997
5710,170.64,170.64,170.64,170.64,-0.07,0,-0.04,0,9/29/1997
5711,170.71,170.71,170.71,170.71,0.74,0,0.44,0,9/28/1997
5712,169.97,169.97,169.97,169.97,0.01,0,0.01,0,9/25/1997
5713,169.96,169.96,169.96,169.96,-0.47,0,-0.28,0,9/24/1997
5714,170.43,170.43,170.43,170.43,0.37,0,0.22,0,9/23/1997
5715,170.06,170.06,170.06,170.06,-0.25,0,-0.15,0,9/22/1997
5716,170.31,170.31,170.31,170.31,0.64,0,0.38,0,9/21/1997
5717,169.67,169.67,169.67,169.67,-0.93,0,-0.55,0,9/18/1997
5718,170.6,170.6,170.6,170.6,0.15,0,0.09,0,9/17/1997
5719,170.45,170.45,170.45,170.45,0.35,0,0.21,0,9/16/1997
5720,170.1,170.1,170.1,170.1,0.11,0,0.06,0,9/14/1997
5721,169.99,169.99,169.99,169.99,0.82,0,0.48,0,9/11/1997
5722,169.17,169.17,169.17,169.17,-0.01,0,-0.01,0,9/10/1997
5723,169.18,169.18,169.18,169.18,0.34,0,0.20,0,9/9/1997
5724,168.84,168.84,168.84,168.84,0.35,0,0.21,0,9/8/1997
5725,168.49,168.49,168.49,168.49,-0.14,0,-0.08,0,9/7/1997
5726,168.63,168.63,168.63,168.63,-0.11,0,-0.07,0,9/4/1997
5727,168.74,168.74,168.74,168.74,-1.46,0,-0.86,0,9/3/1997
5728,170.2,170.2,170.2,170.2,0.07,0,0.04,0,9/2/1997
5729,170.13,170.13,170.13,170.13,0.49,0,0.29,0,9/1/1997
5730,169.64,169.64,169.64,169.64,-0.34,0,-0.20,0,8/31/1997
5731,169.98,169.98,169.98,169.98,0.11,0,0.06,0,8/28/1997
5732,169.87,169.87,169.87,169.87,0.3,0,0.18,0,8/27/1997
5733,169.57,169.57,169.57,169.57,-0.34,0,-0.20,0,8/26/1997
5734,169.91,169.91,169.91,169.91,0.34,0,0.20,0,8/24/1997
5735,169.57,169.57,169.57,169.57,-0.19,0,-0.11,0,8/21/1997
5736,169.76,169.76,169.76,169.76,0.19,0,0.11,0,8/20/1997
5737,169.57,169.57,169.57,169.57,0.05,0,0.03,0,8/17/1997
5738,169.52,169.52,169.52,169.52,0.24,0,0.14,0,8/14/1997
5739,169.28,169.28,169.28,169.28,0,0,0.00,0,8/13/1997
5740,169.28,169.28,169.28,169.28,-0.1,0,-0.06,0,8/12/1997
5741,169.38,169.38,169.38,169.38,-1.01,0,-0.59,0,8/11/1997
5742,170.39,170.39,170.39,170.39,-0.85,0,-0.50,0,8/10/1997
5743,171.24,171.24,171.24,171.24,0.14,0,0.08,0,8/7/1997
5744,171.1,171.1,171.1,171.1,-0.06,0,-0.04,0,8/6/1997
5745,171.16,171.16,171.16,171.16,-0.2,0,-0.12,0,8/5/1997
5746,171.36,171.36,171.36,171.36,-0.16,0,-0.09,0,8/4/1997
5747,171.52,171.52,171.52,171.52,-0.18,0,-0.10,0,8/3/1997
5748,171.7,171.7,171.7,171.7,-0.42,0,-0.24,0,7/31/1997
5749,172.12,172.12,172.12,172.12,-0.76,0,-0.44,0,7/30/1997
5750,172.88,172.88,172.88,172.88,-0.27,0,-0.16,0,7/29/1997
5751,173.15,173.15,173.15,173.15,0.49,0,0.28,0,7/27/1997
5752,172.66,172.66,172.66,172.66,-0.37,0,-0.21,0,7/24/1997
5753,172.68,173.03,173.03,173.03,0,0,0.00,0,7/23/1997
5754,173.03,173.03,173.03,173.03,-0.22,0,-0.13,0,7/22/1997
5755,173.25,173.25,173.25,173.25,-0.01,0,-0.01,0,7/21/1997
5756,173.26,173.26,173.26,173.26,0.4,0,0.23,0,7/20/1997
5757,172.86,172.86,172.86,172.86,-0.56,0,-0.32,0,7/23/1997
5758,173.42,173.42,173.42,173.42,-2.24,0,-1.28,0,7/17/1997
5759,175.66,175.66,175.66,175.66,-0.65,0,-0.37,0,7/16/1997
5760,176.31,176.31,176.31,176.31,1.01,0,0.58,0,7/15/1997
5761,175.3,175.3,175.3,175.3,1.05,0,0.60,0,7/14/1997
5762,174.25,174.25,174.25,174.25,-2.16,0,-1.22,0,7/13/1997
5763,176.41,176.41,176.41,176.41,-0.1,0,-0.06,0,7/10/1997
5764,176.51,176.51,176.51,176.51,-0.07,0,-0.04,0,7/9/1997
5765,176.58,176.58,176.58,176.58,1.15,0,0.66,0,7/8/1997
5766,175.43,175.43,175.43,175.43,-0.6,0,-0.34,0,7/7/1997
5767,176.03,176.03,176.03,176.03,1.49,0,0.85,0,7/6/1997
5768,174.54,174.54,174.54,174.54,-0.71,0,-0.41,0,7/3/1997
5769,175.25,175.25,175.25,175.25,0.49,0,0.28,0,7/2/1997
5770,174.76,174.76,174.76,174.76,-0.79,0,-0.45,0,7/1/1997
5771,175.55,175.55,175.55,175.55,0.02,0,0.01,0,6/30/1997
5772,175.53,175.53,175.53,175.53,0.58,0,0.33,0,6/29/1997
5773,174.95,174.95,174.95,174.95,0.02,0,0.01,0,6/26/1997
5774,174.93,174.93,174.93,174.93,-0.66,0,-0.38,0,6/25/1997
5775,175.59,175.59,175.59,175.59,-1.26,0,-0.71,0,6/24/1997
5776,176.85,176.85,176.85,176.85,0.44,0,0.25,0,6/23/1997
5777,176.41,176.41,176.41,176.41,0.38,0,0.22,0,6/22/1997
5778,176.03,176.03,176.03,176.03,-0.67,0,-0.38,0,6/19/1997
5779,176.7,176.7,176.7,176.7,-0.03,0,-0.02,0,6/18/1997
5780,176.73,176.73,176.73,176.73,-0.17,0,-0.10,0,6/17/1997
5781,176.9,176.9,176.9,176.9,-2.16,0,-1.21,0,6/16/1997
5782,179.06,179.06,179.06,179.06,2.07,0,1.17,0,6/15/1997
5783,176.99,176.99,176.99,176.99,-0.4,0,-0.23,0,6/10/1997
5784,177.39,177.39,177.39,177.39,-0.05,0,-0.03,0,6/9/1997
5785,177.44,177.44,177.44,177.44,0.19,0,0.11,0,6/8/1997
5786,177.25,177.25,177.25,177.25,0.05,0,0.03,0,6/5/1997
5787,177.2,177.2,177.2,177.2,-2.52,0,-1.40,0,6/3/1997
5788,179.72,179.72,179.72,179.72,-0.53,0,-0.29,0,6/2/1997
5789,180.25,180.25,180.25,180.25,-0.27,0,-0.15,0,6/1/1997
5790,180.52,180.52,180.52,180.52,-0.71,0,-0.39,0,5/29/1997
5791,181.23,181.23,181.23,181.23,-0.24,0,-0.13,0,5/28/1997
5792,181.47,181.47,181.47,181.47,-0.21,0,-0.12,0,5/27/1997
5793,181.68,181.68,181.68,181.68,0.24,0,0.13,0,5/25/1997
5794,181.44,181.44,181.44,181.44,-0.44,0,-0.24,0,5/21/1997
5795,181.88,181.88,181.88,181.88,0.24,0,0.13,0,5/20/1997
5796,181.64,181.64,181.64,181.64,-1.01,0,-0.55,0,5/19/1997
5797,182.65,182.65,182.65,182.65,-0.39,0,-0.21,0,5/18/1997
5798,183.04,183.04,183.04,183.04,-1.39,0,-0.75,0,5/15/1997
5799,184.43,184.43,184.43,184.43,-0.23,0,-0.12,0,5/14/1997
5800,184.66,184.66,184.66,184.66,0.35,0,0.19,0,5/13/1997
5801,184.31,184.31,184.31,184.31,0.78,0,0.42,0,5/12/1997
5802,183.53,183.53,183.53,183.53,-0.67,0,-0.36,0,5/11/1997
5803,184.2,184.2,184.2,184.2,0.69,0,0.38,0,5/8/1997
5804,183.51,183.51,183.51,183.51,0.69,0,0.38,0,5/7/1997
5805,182.82,182.82,182.82,182.82,0.03,0,0.02,0,5/6/1997
5806,182.79,182.79,182.79,182.79,-0.93,0,-0.51,0,5/5/1997
5807,183.72,183.72,183.72,183.72,1.25,0,0.69,0,5/4/1997
5808,182.47,182.47,182.47,182.47,0.11,0,0.06,0,5/1/1997
5809,182.36,182.36,182.36,182.36,-1.12,0,-0.61,0,4/30/1997
5810,183.48,183.48,183.48,183.48,0.8,0,0.44,0,4/29/1997
5811,182.68,182.68,182.68,182.68,-0.44,0,-0.24,0,4/28/1997
5812,183.12,183.12,183.12,183.12,-0.28,0,-0.15,0,4/27/1997
5813,183.4,183.4,183.4,183.4,-0.28,0,-0.15,0,4/24/1997
5814,183.68,183.68,183.68,183.68,0.24,0,0.13,0,4/23/1997
5815,183.44,183.44,183.44,183.44,0.3,0,0.16,0,4/22/1997
5816,183.14,183.14,183.14,183.14,-1.52,0,-0.82,0,4/21/1997
5817,184.66,184.66,184.66,184.66,-0.06,0,-0.03,0,4/20/1997
5818,184.72,184.72,184.72,184.72,1.69,0,0.92,0,4/17/1997
5819,183.03,183.03,183.03,183.03,2.2,0,1.22,0,4/14/1997
5820,180.83,180.83,180.83,180.83,0.94,0,0.52,0,4/10/1997
5821,179.89,179.89,179.89,179.89,-1.82,0,-1.00,0,4/9/1997
5822,181.71,181.71,181.71,181.71,-5.85,0,-3.12,0,4/8/1997
5823,187.56,187.56,187.56,187.56,-2.53,0,-1.33,0,4/6/1997
5824,190.09,190.09,190.09,190.09,-7.25,0,-3.67,0,4/3/1997
5825,197.34,197.34,197.34,197.34,3.43,0,1.77,0,4/2/1997
